IID,ph1,ph2,COI,FID,n,species,Lat,Long,Pop,ID
2217,0.5,1,4,NSW1080782,9,Melaleuca quinquenervia,-29.8522382,153.262396,p8a9b6b20,NSW_1080782_9
2218,0,0,0,NSW1080782,10,Melaleuca quinquenervia,-29.8522382,153.262396,p8a9b6b20,NSW_1080782_10
2220,0.5,1,1,NSW1080782,12,Melaleuca quinquenervia,-29.8522382,153.262396,p8a9b6b20,NSW_1080782_12
2224,4,1,30,NSW1080784,4,Melaleuca quinquenervia,-29.85248481,153.2632438,p8a9b6b20,NSW_1080784_4
2225,3,1,3,NSW1080784,5,Melaleuca quinquenervia,-29.85248481,153.2632438,p8a9b6b20,NSW_1080784_5
2226,3,1,24,NSW1080784,6,Melaleuca quinquenervia,-29.85248481,153.2632438,p8a9b6b20,NSW_1080784_6
2227,0,0,0,NSW1080784,7,Melaleuca quinquenervia,-29.85248481,153.2632438,p8a9b6b20,NSW_1080784_7
2228,0,0,0,NSW1080784,8,Melaleuca quinquenervia,-29.85248481,153.2632438,p8a9b6b20,NSW_1080784_8
2229,2,1,12,NSW1080784,9,Melaleuca quinquenervia,-29.85248481,153.2632438,p8a9b6b20,NSW_1080784_9
2230,2,1,6,NSW1080784,10,Melaleuca quinquenervia,-29.85248481,153.2632438,p8a9b6b20,NSW_1080784_10
2232,0,0,3,NSW1080784,12,Melaleuca quinquenervia,-29.85248481,153.2632438,p8a9b6b20,NSW_1080784_12
2233,2,1,6,NSW1080785,1,Melaleuca quinquenervia,-29.85176757,153.2696437,p8a9b6b20,NSW_1080785_1
2258,0,0,0,NSW1080786,2,Melaleuca quinquenervia,-29.85176414,153.26967,p8a9b6b20,NSW_1080786_2
2265,0,0,NA,NSW1080786,9,Melaleuca quinquenervia,-29.85176414,153.26967,p8a9b6b20,NSW_1080786_9
2267,0,0,0,NSW1080786,11,Melaleuca quinquenervia,-29.85176414,153.26967,p8a9b6b20,NSW_1080786_11
2271,0.5,1,5,NSW1080787,3,Melaleuca quinquenervia,-29.85197584,153.2709461,p8a9b6b20,NSW_1080787_3
2277,2,1,18,NSW1080787,9,Melaleuca quinquenervia,-29.85197584,153.2709461,p8a9b6b20,NSW_1080787_9
2278,4,1,5,NSW1080787,10,Melaleuca quinquenervia,-29.85197584,153.2709461,p8a9b6b20,NSW_1080787_10
2279,4,1,10,NSW1080787,11,Melaleuca quinquenervia,-29.85197584,153.2709461,p8a9b6b20,NSW_1080787_11
2283,0,0,0,NSW1075708,3,Melaleuca quinquenervia,-32.7626059,151.7842473,popnInfo-m1lg07j,NSW_1075708_3
2285,0,0,0,NSW1075708,5,Melaleuca quinquenervia,-32.7626059,151.7842473,popnInfo-m1lg07j,NSW_1075708_5
2288,3,1,24,NSW1075708,8,Melaleuca quinquenervia,-32.7626059,151.7842473,popnInfo-m1lg07j,NSW_1075708_8
2290,0,0,0,NSW1075708,10,Melaleuca quinquenervia,-32.7626059,151.7842473,popnInfo-m1lg07j,NSW_1075708_10
2295,2,1,9,NSW1075704,3,Melaleuca quinquenervia,-32.7624922,151.7839244,popnInfo-m1lg07j,NSW_1075704_3
2296,0,0,0,NSW1075704,4,Melaleuca quinquenervia,-32.7624922,151.7839244,popnInfo-m1lg07j,NSW_1075704_4
2299,4,1,50,NSW1075704,7,Melaleuca quinquenervia,-32.7624922,151.7839244,popnInfo-m1lg07j,NSW_1075704_7
2300,4,1,30,NSW1075704,8,Melaleuca quinquenervia,-32.7624922,151.7839244,popnInfo-m1lg07j,NSW_1075704_8
2301,3,1,18,NSW1075704,9,Melaleuca quinquenervia,-32.7624922,151.7839244,popnInfo-m1lg07j,NSW_1075704_9
2302,4,1,25,NSW1075704,10,Melaleuca quinquenervia,-32.7624922,151.7839244,popnInfo-m1lg07j,NSW_1075704_10
2305,0,0,0,NSW1075720,1,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_1
2306,2,1,1.5,NSW1075720,2,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_2
2307,3.5,1,52.5,NSW1075720,3,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_3
2308,0.5,1,5,NSW1075720,4,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_4
2310,4,1,20,NSW1075720,6,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_6
2311,0,0,0,NSW1075720,7,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_7
2312,2,1,6,NSW1075720,8,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_8
2314,4,1,30,NSW1075720,10,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_10
2315,0.5,1,1,NSW1075720,11,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_11
2316,0.5,1,1,NSW1075720,12,Melaleuca quinquenervia,-33.4900754,151.4189252,popnInfo-w4ba03a,NSW_1075720_12
2317,4,1,5,NSW1075709,1,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_1
2318,3,1,36,NSW1075709,2,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_2
2319,0,0,0,NSW1075709,3,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_3
2320,0,0,0,NSW1075709,4,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_4
2321,0,0,0,NSW1075709,5,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_5
2322,5,1,20,NSW1075709,6,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_6
2323,0.5,1,2.5,NSW1075709,7,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_7
2324,0.5,1,6,NSW1075709,8,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_8
2325,0.5,1,5,NSW1075709,9,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_9
2326,0,0,0,NSW1075709,10,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_10
2327,0.5,1,2,NSW1075709,11,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075709_11
2331,0.5,1,5,NSW1075710,3,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075710_3
2332,3.5,1,15,NSW1075710,4,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075710_4
2334,0.5,1,2.5,NSW1075710,6,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075710_6
2335,0,0,0,NSW1075710,7,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075710_7
2337,0.5,1,3,NSW1075710,9,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075710_9
2339,0,0,0,NSW1075710,11,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075710_11
2340,0.5,1,6,NSW1075710,12,Melaleuca quinquenervia,-32.7677709,151.7871565,popnInfo-m1lg07j,NSW_1075710_12
2341,0,0,0,NSW1075713,1,Melaleuca quinquenervia,-32.7645357,151.7869508,popnInfo-m1lg07j,NSW_1075713_1
2344,0,0,0,NSW1075713,4,Melaleuca quinquenervia,-32.7645357,151.7869508,popnInfo-m1lg07j,NSW_1075713_4
2345,0,0,0,NSW1075713,5,Melaleuca quinquenervia,-32.7645357,151.7869508,popnInfo-m1lg07j,NSW_1075713_5
2346,0,0,0,NSW1075713,6,Melaleuca quinquenervia,-32.7645357,151.7869508,popnInfo-m1lg07j,NSW_1075713_6
2347,0,0,0,NSW1075713,7,Melaleuca quinquenervia,-32.7645357,151.7869508,popnInfo-m1lg07j,NSW_1075713_7
2348,0,0,NA,NSW1075713,8,Melaleuca quinquenervia,-32.7645357,151.7869508,popnInfo-m1lg07j,NSW_1075713_8
2351,0,0,0,NSW1075713,11,Melaleuca quinquenervia,-32.7645357,151.7869508,popnInfo-m1lg07j,NSW_1075713_11
2352,1,1,0.5,NSW1075713,12,Melaleuca quinquenervia,-32.7645357,151.7869508,popnInfo-m1lg07j,NSW_1075713_12
2355,0,0,0,NSW1075711,3,Melaleuca quinquenervia,-32.7676678,151.7873916,popnInfo-m1lg07j,NSW_1075711_3
2357,0,0,0,NSW1075711,5,Melaleuca quinquenervia,-32.7676678,151.7873916,popnInfo-m1lg07j,NSW_1075711_5
2358,0.5,1,5,NSW1075711,6,Melaleuca quinquenervia,-32.7676678,151.7873916,popnInfo-m1lg07j,NSW_1075711_6
2360,0,0,0,NSW1075711,8,Melaleuca quinquenervia,-32.7676678,151.7873916,popnInfo-m1lg07j,NSW_1075711_8
2362,0,0,0,NSW1075711,10,Melaleuca quinquenervia,-32.7676678,151.7873916,popnInfo-m1lg07j,NSW_1075711_10
2363,0,0,0,NSW1075711,11,Melaleuca quinquenervia,-32.7676678,151.7873916,popnInfo-m1lg07j,NSW_1075711_11
2364,0,0,0,NSW1075711,12,Melaleuca quinquenervia,-32.7676678,151.7873916,popnInfo-m1lg07j,NSW_1075711_12
2370,1,1,1,NSW1075722,6,Melaleuca quinquenervia,-33.4881471,151.4189252,popnInfo-w4ba03a,NSW_1075722_6
2371,0,0,NA,NSW1075722,7,Melaleuca quinquenervia,-33.4881471,151.4189252,popnInfo-w4ba03a,NSW_1075722_7
2375,4,1,40,NSW1075722,11,Melaleuca quinquenervia,-33.4881471,151.4189252,popnInfo-w4ba03a,NSW_1075722_11
2378,0,0,NA,NSW1075705,2,Melaleuca quinquenervia,-32.7619675,151.7834637,popnInfo-m1lg07j,NSW_1075705_2
2379,0,0,0,NSW1075705,3,Melaleuca quinquenervia,-32.7619675,151.7834637,popnInfo-m1lg07j,NSW_1075705_3
2381,0.5,1,5,NSW1075705,5,Melaleuca quinquenervia,-32.7619675,151.7834637,popnInfo-m1lg07j,NSW_1075705_5
2383,3.5,1,22.5,NSW1075705,7,Melaleuca quinquenervia,-32.7619675,151.7834637,popnInfo-m1lg07j,NSW_1075705_7
2385,0.5,1,1.5,NSW1075705,9,Melaleuca quinquenervia,-32.7619675,151.7834637,popnInfo-m1lg07j,NSW_1075705_9
2386,0,0,0,NSW1075705,10,Melaleuca quinquenervia,-32.7619675,151.7834637,popnInfo-m1lg07j,NSW_1075705_10
2387,0.5,1,2,NSW1075705,11,Melaleuca quinquenervia,-32.7619675,151.7834637,popnInfo-m1lg07j,NSW_1075705_11
2388,0,0,0,NSW1075705,12,Melaleuca quinquenervia,-32.7619675,151.7834637,popnInfo-m1lg07j,NSW_1075705_12
2391,4,1,15,NSW1075718,3,Melaleuca quinquenervia,-33.4928454,151.422143,popnInfo-w4ba03a,NSW_1075718_3
2393,3.5,1,15,NSW1075718,5,Melaleuca quinquenervia,-33.4928454,151.422143,popnInfo-w4ba03a,NSW_1075718_5
2395,3,1,6,NSW1075718,7,Melaleuca quinquenervia,-33.4928454,151.422143,popnInfo-w4ba03a,NSW_1075718_7
2397,3,1,6,NSW1075718,9,Melaleuca quinquenervia,-33.4928454,151.422143,popnInfo-w4ba03a,NSW_1075718_9
